Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price
2017,15000,Petrol,Manual,First,5,8.9
2014,32000,Petrol,Automatic,First,5,5.55
2012,60818,Petrol,Manual,First,5,3.59
2019,35188,Diesel,Manual,First,5,11.13
2012,110000,Diesel,Manual,First,7,7.2
2014,61000,Diesel,Manual,First,5,2.98
2010,75000,Petrol,Manual,Second,5,1.7
2015,55000,Diesel,Automatic,First,7,52
2003,69966,Petrol,Manual,First,5,0.95
2016,42000,Petrol,Manual,First,5,9.25
2014,48000,Diesel,Automatic,First,7,16.25
2015,35000,Diesel,Automatic,First,5,20.99
2005,128000,Diesel,Manual,Second,8,4.25
2008,78000,Diesel,Automatic,Second,5,7.2
2011,53080,Petrol,Manual,First,5,4.4
2011,66000,Petrol,Manual,Second,5,4.25
2012,25000,Petrol,Manual,First,7,5.35
2016,36139,Petrol,Automatic,Second,5,6.3
2017,44000,Diesel,Manual,First,5,12.5
2008,50000,Diesel,Automatic,Second,5,7.5
2016,81177,Diesel,Manual,First,7,11.25
2016,26000,Petrol,Automatic,First,5,7.65
2016,100000,Diesel,Manual,First,5,4.5
2014,75000,Diesel,Automatic,First,5,7.5
2004,119859,Petrol,Automatic,First,5,7.1
2010,55980,Petrol,Manual,First,5,2.25
2015,30000,Diesel,Automatic,First,5,27
2012,49700,Diesel,Manual,Second,5,4.18
2013,79000,Diesel,Manual,First,5,6.5
2010,65100,Petrol,Manual,First,5,3.15
2016,54161,Diesel,Manual,First,7,7.64
2011,28619,Petrol,Manual,First,5,2.4
2016,9000,Petrol,Automatic,First,5,4.25
2016,42876,Diesel,Automatic,First,5,9.31
2011,64000,Petrol,Manual,First,5,2.39
2018,20488,Petrol,Manual,Second,5,7.64
2016,21000,Petrol,Manual,First,5,6.21
2012,119203,Diesel,Automatic,First,5,16.5
2011,55987,Petrol,Automatic,First,5,8.22
2017,72668,Diesel,Manual,First,7,28.85
2015,32000,Petrol,Automatic,First,5,8.5
2015,10400,Petrol,Manual,First,5,6.51
2013,35000,Diesel,Manual,First,5,4.65
2013,55101,Petrol,Automatic,First,5,8.4
2014,57464,Diesel,Manual,First,5,5.75
2006,110000,Petrol,Manual,First,5,1.11
2014,72000,Petrol,Automatic,First,5,17.25
2012,16000,Diesel,Automatic,First,5,32
2011,62020,Petrol,Manual,First,5,3.45
2014,85000,Diesel,Automatic,Second,5,23
2018,14223,Petrol,Manual,First,5,7.32
2014,41210,Petrol,Manual,First,5,4.4
2015,20000,Diesel,Automatic,First,5,47.35
2016,18043,Petrol,Manual,First,5,4.12
2016,80000,Diesel,Automatic,First,7,19.5
2016,21000,Petrol,Automatic,First,5,6.2
2016,49000,Diesel,Automatic,First,5,45
1998,104000,Petrol,Manual,Second,5,0.85
2010,95000,Petrol,Manual,Second,5,2.8
2015,32000,Petrol,Automatic,First,5,4.8
2014,122800,Diesel,Manual,First,5,5.65
2011,78000,Diesel,Manual,Second,5,14.5
2015,69000,Diesel,Manual,First,5,5.9
2015,65000,Diesel,Manual,Second,5,5
2015,23000,Petrol,Manual,First,5,4.9
2009,70000,Petrol,Manual,First,5,4.25
2014,250000,Diesel,Manual,First,8,10.9
2012,56000,Petrol,Manual,First,5,2.45
2013,30000,Petrol,Manual,First,5,2.5
2013,92250,Diesel,Manual,Second,5,5.75
2018,40000,Petrol,Manual,First,5,5
2014,96848,Petrol,Automatic,First,5,4.62
2016,42000,Diesel,Automatic,First,5,23.5
2013,55886,Diesel,Manual,First,7,7.25
2019,12336,Petrol,Manual,First,5,11.88
2003,83000,Petrol,Manual,Second,5,0.85
2018,24000,Petrol,Manual,First,5,4
2016,32198,Petrol,Automatic,First,5,5.1
2014,92247,Diesel,Manual,First,7,12.5
2011,121311,Diesel,Manual,First,5,2.9
2016,66296,Diesel,Manual,First,7,15.96
2015,41000,Petrol,Automatic,First,5,5.45
2017,38681,Diesel,Manual,First,7,23.86
2008,43761,Petrol,Manual,First,5,1.75
2017,17400,Diesel,Manual,First,7,9.75
2013,61510,Diesel,Manual,First,5,4.75
2014,60000,Petrol,Manual,First,5,6.25
2014,35165,Diesel,Automatic,Second,5,22
2016,41617,Petrol,Automatic,First,5,14.14
2005,45000,Petrol,Manual,First,5,0.95
2014,65000,Petrol,Automatic,First,5,11.95
2011,68000,Petrol,Manual,First,5,2.5
2013,49000,Petrol,Manual,First,5,2.75
2019,16698,Petrol,Manual,First,5,5.85
2016,30965,Petrol,Manual,First,5,6.25
2014,56058,Petrol,Manual,First,5,4.95
2017,15356,Petrol,Manual,First,5,4.75
2013,54000,Diesel,Manual,First,5,2.55
2011,47000,Petrol,Automatic,Second,5,4.5
2015,21652,Petrol,Manual,First,5,3.01
2016,52000,Diesel,Automatic,First,5,42
2010,35010,Diesel,Automatic,First,5,11.5
2006,76662,Diesel,Automatic,First,5,10.99
2009,89000,Petrol,Automatic,First,5,3.71
2018,39023,Diesel,Manual,First,5,9.48
2004,62000,Petrol,Manual,Second,5,1.25
2015,78046,Diesel,Manual,First,5,10.9
2015,34400,Diesel,Manual,First,5,5.5
2016,64624,Petrol,Manual,First,5,3.71
2014,69192,Petrol,Manual,First,7,6.25
2012,55000,Diesel,Manual,First,5,4.9
2005,81000,Petrol,Manual,Second,5,1.1
2016,36733,Petrol,Manual,First,5,4.72
2016,43022,Diesel,Automatic,First,5,24.85
2013,74000,Diesel,Manual,First,7,12.25
2014,47000,Diesel,Manual,First,5,3.9
2017,37460,Petrol,Manual,First,5,6.28
2011,130000,Diesel,Manual,First,8,2.75
2017,31576,Petrol,Manual,First,5,7.85
2011,66000,Petrol,Manual,First,5,2.95
2008,79000,Petrol,Automatic,Second,5,4.85
2011,47140,Diesel,Automatic,Second,5,30
2016,36610,Diesel,Automatic,First,5,19.9
2016,93000,Diesel,Manual,First,5,10.8
2007,52195,Petrol,Manual,First,5,1.75
2016,20003,Diesel,Automatic,First,5,19.25
2013,66314,Diesel,Manual,First,5,5.5
2009,76000,Diesel,Manual,First,5,2.75
2015,29000,Diesel,Manual,First,5,13
2011,30000,Diesel,Manual,First,5,3.2
2013,56526,Petrol,Manual,First,5,5.84
2015,38000,Diesel,Automatic,Second,5,24
2012,41000,Diesel,Automatic,First,5,6.25
2009,53000,Diesel,Automatic,First,5,36
2010,242000,Diesel,Manual,First,7,11
2015,90000,Diesel,Manual,First,5,6.5
2018,11000,Diesel,Manual,First,5,9.4
2018,21936,Diesel,Automatic,First,5,37.92
2013,41000,Petrol,Automatic,First,5,5.25
2011,47000,Petrol,Manual,First,5,4.5
2009,110000,Diesel,Automatic,First,5,18
2015,45960,Petrol,Manual,First,5,5.56
2013,48000,Diesel,Automatic,First,5,22
2011,68000,Diesel,Automatic,First,5,22
2011,41000,Petrol,Manual,First,5,2.65
2013,69573,Diesel,Manual,Second,5,5.85
2012,115000,Diesel,Manual,First,5,6.95
2012,47629,Diesel,Manual,First,7,6.5
2013,80000,Petrol,Automatic,Second,5,7.25
2012,94868,Diesel,Manual,First,5,4.5
2010,76477,Diesel,Manual,First,8,4.25
2016,28000,Petrol,Automatic,First,5,26
2017,28599,Diesel,Manual,First,6,9.66
2013,45348,Diesel,Manual,Second,5,6.85
2013,80127,Diesel,Automatic,First,5,23.68
2013,68000,Diesel,Automatic,Second,5,15.75
2006,48000,Petrol,Automatic,Second,5,6.99
2019,41871,Diesel,Manual,First,5,15.57
2015,84931,Diesel,Manual,First,7,5.29
2016,15000,Petrol,Manual,First,5,2.25
2009,110000,Diesel,Automatic,First,5,20
2011,5900,Petrol,Automatic,First,4,47.5
2002,103653,Petrol,Manual,Second,5,1.22
2012,64806,Petrol,Manual,First,5,3.65
2016,35000,Petrol,Manual,First,7,3.1
2016,40000,Petrol,Manual,First,5,11.5
2015,23876,Petrol,Manual,First,5,3.46
2013,67901,Diesel,Manual,First,7,8.38
2014,68865,Diesel,Manual,First,5,4.8
2014,71000,Diesel,Manual,Second,5,4.5
2004,95000,Petrol,Manual,First,5,0.8
2014,25000,Diesel,Manual,First,5,3.95
2012,180000,Diesel,Manual,First,5,3.65
2005,131000,Diesel,Automatic,First,5,10
2011,65000,Diesel,Manual,Second,8,4
2012,117777,Diesel,Manual,First,5,4.75
2009,65000,Petrol,Manual,Second,5,3.1
2017,46897,Petrol,Manual,First,5,3.61
2015,36695,Petrol,Manual,First,5,4.29
2011,43000,Petrol,Manual,First,5,2.13
2008,54000,Petrol,Manual,First,5,1.1
2011,89000,Diesel,Automatic,First,5,13.95
2014,7000,Petrol,Manual,First,5,5.35
2014,58470,Petrol,Manual,First,5,3.9
2014,37000,Petrol,Manual,First,5,2.8
2016,29000,Diesel,Manual,First,5,8.75
2013,52000,Diesel,Automatic,First,5,19.5
2013,32807,Petrol,Manual,First,5,2.75
2013,86000,Diesel,Automatic,First,8,8
2014,66500,Diesel,Manual,First,5,5.7
2012,94000,Diesel,Automatic,First,5,12.5
2011,29000,Petrol,Manual,Second,5,1.75
2010,107389,Diesel,Manual,Second,5,1.9
2015,36100,Petrol,Manual,First,5,4.5
2015,16329,Diesel,Automatic,First,5,30.3
2014,36000,Diesel,Automatic,First,5,16
2017,41816,Diesel,Automatic,First,5,32.78
2015,54680,Petrol,Manual,First,5,2.5
2017,14000,Diesel,Automatic,First,5,43
2017,23977,Petrol,Manual,First,5,5.38
2013,30131,Petrol,Manual,First,5,2.65
2017,2530,Petrol,Manual,First,5,3.3
2015,39000,Diesel,Automatic,First,5,34
2017,32257,Diesel,Manual,First,5,6.83
2016,46983,Diesel,Manual,First,5,5.77
2008,107000,Diesel,Manual,Second,5,3.1
2017,19000,Petrol,Manual,First,5,4.95
2013,88000,Diesel,Automatic,First,5,16.25
2012,84384,Diesel,Automatic,First,7,52.54
2008,50000,Diesel,Manual,First,5,0.85
2016,16000,Petrol,Manual,First,5,6.95
2017,82000,Diesel,Manual,First,5,3.45
2008,80000,Petrol,Manual,First,5,2.75
2015,36000,Petrol,Manual,Second,5,4.95
2018,17477,Petrol,Manual,First,5,9.62
2016,16725,Petrol,Manual,First,5,6.79
2014,48241,Petrol,Manual,First,5,4.5
2014,52431,Petrol,Manual,First,5,3.01
2012,68000,Diesel,Manual,First,5,4.4
2012,158000,Diesel,Automatic,First,7,17.49
2014,31446,Petrol,Manual,First,5,4.66
2015,25000,Petrol,Manual,First,5,5.5
2016,57000,Petrol,Manual,First,5,6
2007,76000,Petrol,Automatic,First,5,2.4
2018,57078,Diesel,Manual,First,5,10.19
2016,47471,Diesel,Manual,First,5,5.25
2014,50000,Diesel,Automatic,First,5,45
2010,62000,Diesel,Manual,First,5,2.7
2013,65807,Petrol,Manual,First,5,3.39
2014,81768,Diesel,Manual,First,5,5.69
2017,24000,Diesel,Manual,First,5,8.4
2012,72921,Diesel,Manual,First,5,2.5
2012,59000,Petrol,Manual,First,5,3.25
2014,33000,Diesel,Manual,Second,5,3.25
2016,36789,Petrol,Automatic,First,5,4.25
2014,41000,Diesel,Automatic,First,5,18.5
2007,71000,Petrol,Automatic,First,5,2.4
2015,46650,Petrol,Manual,First,5,4.25
2018,3000,Petrol,Automatic,First,5,8.85
2014,14799,Petrol,Manual,First,5,4.14
2015,68525,Diesel,Manual,First,5,7
2018,15000,Diesel,Automatic,First,7,33
2017,29000,Petrol,Manual,First,5,10
2012,77407,Diesel,Manual,Second,5,3.53
2007,118000,Petrol,Manual,First,5,1.35
2013,75000,Diesel,Manual,First,5,4.5
2012,69000,Petrol,Manual,First,5,4.9
2016,52553,Diesel,Manual,First,5,12.26
2014,58000,Diesel,Manual,Second,5,3.99
2017,24000,Diesel,Automatic,First,5,46.95
2015,65542,Diesel,Manual,First,5,3.8
2013,68008,Diesel,Manual,Second,5,6.75
2017,22251,Diesel,Manual,First,7,8.75
2013,55000,Petrol,Manual,Second,5,5.2
2017,19387,Petrol,Manual,First,5,8.42
2016,24001,Petrol,Manual,First,5,5.75
2008,17000,Diesel,Automatic,First,5,9.75
2015,28500,Petrol,Manual,First,5,3.5
2014,66000,Diesel,Automatic,First,5,30
2017,22000,Diesel,Automatic,First,5,35
2018,44383,Petrol,Manual,First,5,13.25
2013,45000,Diesel,Manual,First,5,3.65
2015,58000,Diesel,Manual,First,5,5.25
2016,69000,Petrol,Manual,First,5,9.7
2017,60993,Diesel,Manual,First,5,5.21
2016,67000,Diesel,Manual,First,7,6.3
2014,51134,Diesel,Manual,First,5,4.72
2011,55000,Diesel,Automatic,Second,5,28
2018,25082,Diesel,Automatic,First,5,8.37
2012,68350,Diesel,Manual,First,7,14
2015,50000,Diesel,Automatic,First,5,36
2015,97000,Diesel,Manual,First,5,6.4
2015,56238,Diesel,Automatic,First,7,51.69
2014,72618,Diesel,Manual,First,7,8
2012,62005,Diesel,Manual,First,5,9.8
2012,61250,Diesel,Manual,First,5,2.7
2014,28469,Diesel,Automatic,First,5,24.37
2018,21488,Petrol,Automatic,First,5,9.72
2014,197000,Diesel,Manual,First,5,5
2009,138205,Diesel,Manual,Second,7,10.5
2012,160000,Diesel,Manual,Second,5,3.9
2012,67590,Petrol,Manual,First,5,5.65
2012,52000,Diesel,Automatic,First,5,29.95
2008,100000,Diesel,Manual,Second,5,3
2017,60048,Diesel,Manual,First,5,6
2009,48000,Petrol,Manual,First,5,2.11
2011,100000,Petrol,Manual,First,5,1.5
2013,62601,Diesel,Manual,First,5,4.67
2006,80010,Petrol,Manual,Second,5,2.85
2017,26493,Diesel,Automatic,First,5,33.64
2011,96000,Diesel,Manual,Second,5,0.91
2014,45700,Petrol,Manual,Second,5,2.42
2005,13000,Petrol,Automatic,First,5,3.25
2013,38000,Petrol,Manual,First,5,2.8
2019,8018,Petrol,Automatic,First,5,8.3
2010,152000,Diesel,Manual,First,5,2.9
2013,71000,Diesel,Automatic,First,5,15
2012,80000,Petrol,Manual,Second,4,0.53
2014,87143,Diesel,Manual,First,8,12.5
2012,25000,Petrol,Manual,First,5,2.75
2018,2000,Petrol,Automatic,First,5,5
2014,45239,Diesel,Manual,First,8,7.09
2011,101999,Diesel,Automatic,First,5,19.99
2014,74219,Diesel,Manual,First,5,10.75
2016,25000,Petrol,Automatic,First,5,9.45
2008,109606,Diesel,Manual,First,5,2.9
2015,36000,Diesel,Manual,First,5,4.7
2016,41810,Petrol,Manual,First,5,7.11
2014,93321,Diesel,Manual,First,5,6.25
2011,81000,Petrol,Manual,First,5,2.2
2019,25717,Petrol,Automatic,First,5,8.86
2015,37000,Diesel,Manual,First,7,9.3
2017,56380,Diesel,Manual,First,7,7.57
2017,8000,Petrol,Manual,First,5,7.9
2018,14589,Petrol,Manual,First,5,5.65
2013,65088,Petrol,Manual,First,5,3.25
2019,24864,Diesel,Manual,First,5,16.27
2011,64831,Petrol,Manual,First,5,3.21
2013,38001,Diesel,Manual,First,5,3.9
2008,77000,Petrol,Automatic,Second,5,6.5
2016,27000,Diesel,Automatic,First,5,48
2016,39000,Diesel,Automatic,First,5,18.9
2015,131000,Diesel,Manual,First,5,3.6
2015,43000,Diesel,Manual,First,5,5.5
2011,68000,Diesel,Manual,Second,7,7
2016,45165,Diesel,Automatic,First,5,41.75
2007,120000,Diesel,Automatic,First,5,10.5
2014,86091,Diesel,Manual,First,7,10.09
2009,71499,Petrol,Manual,First,5,3
2014,50000,Diesel,Manual,First,7,12
2015,66000,Diesel,Manual,First,5,4.91
2010,45000,Petrol,Manual,First,5,2
2015,69189,Diesel,Manual,First,5,5.3
2014,40206,Diesel,Manual,First,5,7.22
2017,36723,Diesel,Automatic,First,5,32.57
2010,57500,Petrol,Manual,First,5,2.75
2011,52000,Diesel,Manual,First,5,3.75
2014,60952,Petrol,Automatic,First,5,5.91
2013,87192,Diesel,Manual,First,5,4.35
2014,58000,Diesel,Manual,First,5,3.25
2017,59500,Diesel,Automatic,First,7,68
2016,16650,Petrol,Manual,First,5,5.5
2018,34696,Petrol,Automatic,First,5,12.08
2018,42243,Diesel,Manual,First,5,7.48
2016,57824,Diesel,Manual,First,5,5.5
2011,110000,Diesel,Manual,First,5,3.5
2013,72000,Diesel,Automatic,First,5,15.5
2013,63455,Diesel,Manual,First,7,19
2017,17151,Diesel,Manual,First,5,8.4
2016,31001,Diesel,Manual,First,5,7.25
2014,42109,Diesel,Manual,First,5,4.25
2015,55000,Diesel,Automatic,Second,5,5.7
2013,46000,Diesel,Automatic,Second,5,26
2013,30852,Petrol,Manual,First,5,2.49
2011,65000,Petrol,Manual,Second,5,3
2015,65000,Diesel,Manual,First,5,5.95
2013,72000,Diesel,Manual,First,5,2.69
2014,29000,Diesel,Automatic,First,5,26
2015,32000,Petrol,Manual,First,5,5.5
2016,29875,Petrol,Manual,First,5,4.85
2018,32539,Diesel,Manual,First,5,8.39
2015,83090,Diesel,Manual,First,5,7.99
2016,62679,Diesel,Manual,First,5,6.95
2010,93000,Petrol,Manual,First,5,1.5
2006,44000,Petrol,Manual,First,5,1.55
2010,78400,Petrol,Manual,Second,5,2.75
2014,71300,Petrol,Manual,First,5,4.25
2015,18000,Petrol,Manual,First,5,2.85
2019,24013,Diesel,Automatic,First,7,56.14
2009,99100,Petrol,Automatic,Second,5,10
2003,62000,Petrol,Manual,Second,8,1.25
2017,14000,Diesel,Manual,First,5,7.5
2015,44811,Diesel,Automatic,First,5,25.81
2014,44000,Petrol,Manual,First,5,4.3
2010,136000,Diesel,Manual,Second,7,11
2010,144113,Diesel,Manual,Second,7,11.75
2012,94989,Petrol,Manual,First,5,6.58
2012,58133,Diesel,Manual,First,5,4.8
2008,61000,Petrol,Manual,Second,5,1.65
2017,27000,Diesel,Manual,First,5,15
2014,18050,Petrol,Manual,Second,4,1
2007,145277,Petrol,Manual,First,5,1.65
2015,42000,Diesel,Manual,First,5,3.6
2011,86000,Diesel,Manual,First,7,11.5
2015,42150,Diesel,Manual,First,5,3.6
2015,30158,Petrol,Manual,First,5,3.05
2011,47000,Diesel,Manual,Second,5,6
2013,39000,Petrol,Manual,First,5,3.75
2016,32125,Petrol,Manual,First,5,6.17
2017,58829,Diesel,Manual,First,5,9.05
2013,67559,Petrol,Manual,First,5,4.05
2013,55000,Petrol,Manual,First,5,4.25
2018,30000,Petrol,Manual,First,5,3.75
2016,28000,Petrol,Automatic,First,5,11.85
2016,31826,Diesel,Manual,First,5,8.24
2016,64000,Diesel,Manual,First,5,5.99
2008,100009,Petrol,Manual,Second,5,6.5
2019,17201,Diesel,Automatic,First,7,58.91
2014,74345,Diesel,Manual,First,7,8
2015,58134,Petrol,Manual,First,5,4.64
2010,30566,Petrol,Automatic,First,5,3.32
2012,55231,Petrol,Manual,Second,5,2.78
2016,67774,Diesel,Automatic,First,5,8.95
2013,50319,Petrol,Automatic,First,5,21.95
2013,45000,Petrol,Manual,First,5,7.9
2007,43627,Petrol,Automatic,First,5,29
2013,45000,Diesel,Manual,First,5,3.25
2014,10500,Petrol,Manual,First,5,5.9
2017,21789,Diesel,Manual,First,5,9.88
2019,21134,Petrol,Manual,First,5,8.78
2011,90000,Diesel,Manual,Second,7,2.75
2014,51553,Diesel,Manual,First,5,5.98
2011,31000,Petrol,Automatic,First,5,31
2011,67422,Petrol,Manual,Second,5,3.55
2015,60519,Diesel,Manual,First,5,6.24
2009,34000,Diesel,Manual,First,5,2.19
2013,68434,Diesel,Manual,First,5,5.5
2014,17000,Petrol,Manual,First,5,2.1
2011,43686,Petrol,Automatic,First,4,50.66
2012,22000,Diesel,Automatic,First,5,14
2013,79225,Diesel,Manual,First,5,5.5
2014,61922,Petrol,Manual,First,5,5.3
2015,85000,Diesel,Manual,First,5,6.3
2017,26192,Diesel,Automatic,First,5,40.47
2013,65000,Diesel,Manual,First,7,16.1
2014,44999,Diesel,Automatic,First,5,25
2008,81308,Diesel,Automatic,Second,5,7.95
2016,35000,Petrol,Manual,First,5,2.65
2012,65349,Petrol,Manual,First,5,2.81
2012,80000,Petrol,Automatic,First,5,17.5
2012,61000,Petrol,Manual,First,5,3.3
2019,31817,Petrol,Manual,First,5,5.34
2016,41000,Diesel,Manual,First,5,8.5
2010,82606,Petrol,Manual,Second,5,2.69
2015,52000,Diesel,Manual,First,7,11.5
2011,50318,Petrol,Manual,First,5,4.06
2016,50000,Diesel,Automatic,First,5,49
2012,72000,Diesel,Manual,First,5,4.6
2015,63776,Diesel,Manual,First,5,3.96
2015,28133,Petrol,Manual,First,5,5.6
2017,45000,Diesel,Manual,First,5,3.75
2015,55697,Diesel,Manual,First,5,5.5
2012,62000,Diesel,Manual,Second,5,3
2011,48000,Petrol,Manual,First,5,3
2010,90246,Petrol,Manual,First,5,2.95
2015,80500,Diesel,Manual,First,5,2.45
2012,119000,Diesel,Automatic,First,5,13.99
2016,28541,Diesel,Automatic,First,5,60.75
2008,45500,Petrol,Manual,Second,5,1.17
2012,41000,Petrol,Manual,Second,5,4.5
2010,58000,Petrol,Manual,Second,5,2.5
2015,99000,Diesel,Manual,First,7,20.5
2014,31200,Petrol,Manual,First,5,3.9
2009,85000,Diesel,Manual,Second,5,3.5
2016,60924,Petrol,Automatic,First,5,8.3
2012,45000,Petrol,Manual,First,5,2.5
2011,44000,Petrol,Automatic,First,5,2.65
2016,30534,Petrol,Automatic,First,5,7.42
2016,46399,Petrol,Manual,First,5,4.63
2008,42000,Petrol,Manual,First,5,1.09
2011,67000,Diesel,Manual,First,5,3.8
2013,58000,Diesel,Automatic,First,5,15.75
2015,27000,Petrol,Manual,First,5,5.27
2012,39566,Petrol,Manual,Second,5,2.75
2016,14980,Diesel,Manual,First,5,7.4
2017,18491,Petrol,Automatic,First,5,3.9
2000,90000,Petrol,Manual,Second,5,0.7
2015,118211,Diesel,Manual,First,5,5.9
2016,63316,Diesel,Manual,First,5,9.58
2014,42000,Diesel,Automatic,First,5,24.95
2015,25648,Petrol,Manual,First,7,4.29
2011,67612,Diesel,Automatic,Second,5,11.5
2016,33000,Diesel,Manual,First,7,9.65
2015,20000,Petrol,Manual,First,5,3.75
2007,143000,Petrol,Manual,Second,5,1.1
2014,118218,Diesel,Automatic,First,7,31.41
2016,22700,Petrol,Manual,First,5,5.55
2017,28000,Diesel,Manual,First,7,10.91
2014,62000,Diesel,Manual,First,7,7.25
2012,107023,Diesel,Manual,First,5,3.9
2012,71082,Diesel,Manual,First,5,3.95
2013,60000,Diesel,Automatic,First,5,22
2014,21701,Petrol,Manual,First,5,3.38
2011,56000,Petrol,Manual,First,5,3.45
2016,32450,Petrol,Manual,First,5,5.75
2016,12500,Petrol,Manual,First,5,2.75
2019,20483,Diesel,Automatic,First,5,30.3
2014,45800,Diesel,Manual,First,5,7.5
2015,35441,Petrol,Manual,First,5,6.87
2015,86398,Diesel,Manual,First,7,15.2
2012,150000,Diesel,Manual,First,5,3.5
2014,89000,Diesel,Manual,First,5,5.85
2010,68375,Petrol,Manual,First,5,2.5
2013,52000,Petrol,Manual,First,5,3.95
2017,39000,Diesel,Automatic,First,5,27
2014,68000,Petrol,Manual,Second,7,6.75
2007,71000,Petrol,Manual,Second,5,1.5
2012,72003,Diesel,Manual,First,5,3.9
2014,135670,Diesel,Manual,First,5,6.55
2017,65850,Diesel,Manual,First,5,9.44
2015,53920,Petrol,Manual,First,5,10.77
2014,58000,Diesel,Manual,First,7,7.5
2016,4000,Petrol,Manual,First,5,3
2010,58000,Diesel,Automatic,First,5,11.75
2016,29832,Petrol,Manual,First,5,3.29
2016,71156,Diesel,Manual,First,5,6.5
2011,54000,Diesel,Automatic,First,5,18
2009,75000,Petrol,Automatic,Second,5,4.95
2015,39208,Petrol,Manual,First,5,4.52
2014,41000,Diesel,Manual,First,7,8
2013,38622,Petrol,Manual,First,5,6.26
2016,18000,Petrol,Manual,First,5,7.5
2011,45000,Petrol,Automatic,First,5,3.35
2014,48656,Petrol,Automatic,First,5,5.5
2012,79000,Diesel,Automatic,First,5,5.25
2012,88000,Diesel,Automatic,First,5,16.25
2009,92000,Petrol,Manual,First,5,2.7
2019,9000,Diesel,Automatic,First,7,32.9
2008,50121,Petrol,Manual,First,5,3.41
2014,79000,Diesel,Manual,First,5,4.15
2014,46000,Diesel,Manual,Second,5,5.9
2012,100000,Petrol,Automatic,First,5,11.5
2015,41000,Petrol,Manual,First,5,4.75
2015,25000,Petrol,Automatic,First,5,3.5
2014,71899,Diesel,Manual,First,7,7.25
2016,7100,Petrol,Automatic,First,5,4.35
2018,38171,Petrol,Automatic,Second,5,4.99
2013,70359,Diesel,Manual,First,8,7.65
2011,200000,Diesel,Manual,First,7,9
2017,26969,Diesel,Manual,First,5,6.9
2011,56500,Diesel,Manual,First,5,2.9
2014,40000,Diesel,Manual,First,5,5.75
2014,41000,Diesel,Manual,First,7,8
2017,53105,Petrol,Automatic,First,5,4.41
2013,23000,Diesel,Manual,First,5,4.95
2016,80999,Diesel,Automatic,First,7,14.4
2012,82000,Diesel,Manual,First,5,2.95
2017,68557,Diesel,Manual,First,7,8.14
2016,34000,Diesel,Manual,First,5,8.45
2015,77000,Diesel,Manual,First,8,12.5
2012,48000,Diesel,Manual,First,7,6.5
2015,28232,Petrol,Manual,Second,5,7.72
2011,110000,Diesel,Automatic,First,5,8
2009,120000,Diesel,Manual,Second,7,3
2013,49000,Diesel,Automatic,First,4,29
2014,22000,Petrol,Manual,First,5,4.11
2015,14925,Petrol,Manual,First,5,5.37
2013,75000,Diesel,Manual,First,7,6.55
2015,23000,Petrol,Manual,First,5,7
2014,57000,Petrol,Manual,First,5,5.48
2013,76718,Diesel,Automatic,First,5,6.51
2016,138000,Diesel,Manual,First,5,5.15
2013,140000,Diesel,Manual,Second,7,9
2008,110000,Petrol,Automatic,Second,5,2.75
2005,126000,Petrol,Manual,Second,5,1.2
2012,73000,Diesel,Automatic,First,5,12.5
2017,63423,Diesel,Manual,First,5,7.69
2013,62132,Petrol,Manual,First,5,4.57
2013,51000,Petrol,Automatic,First,5,4.5
2015,75000,Diesel,Manual,First,5,4.9
2008,55410,Petrol,Manual,First,5,1.65
2015,41000,Petrol,Manual,First,5,3.25
2012,45000,Diesel,Manual,First,5,6.25
2018,53322,Petrol,Manual,First,5,12.13
2013,48000,Petrol,Manual,First,5,3.25
2013,72000,Diesel,Automatic,First,5,29
2013,50266,Petrol,Manual,First,5,5.53
2017,21800,Petrol,Manual,First,5,8.75
2014,45000,Diesel,Automatic,Second,7,37.9
2010,62000,Petrol,Manual,First,5,2.4
2014,41681,Petrol,Manual,First,5,4.55
2011,69313,Petrol,Manual,Second,5,2.65
2017,49000,Diesel,Manual,Second,5,1.6
2012,40471,Diesel,Automatic,Second,5,25.72
2013,60000,Diesel,Manual,First,5,4.15
2018,1001,Petrol,Manual,First,5,7.23
2008,38000,Petrol,Manual,Second,5,2.6
2008,66000,Diesel,Automatic,Second,5,7.25
2017,33901,Diesel,Manual,First,8,14.29
2011,57000,Diesel,Automatic,Second,5,17.25
2013,170000,Diesel,Manual,First,5,7.5
2014,60000,Diesel,Manual,First,5,4.35
2016,85000,Diesel,Manual,First,5,8.9
2016,146000,Petrol,Manual,Second,5,3.5
2014,56002,Diesel,Manual,First,5,6.1
2016,8554,Petrol,Manual,First,5,3.2
2014,62322,Diesel,Manual,First,5,4.9
2015,37929,Petrol,Manual,First,5,3.69
2016,5400,Petrol,Manual,First,5,3.98
2013,60000,Diesel,Manual,First,5,2.95
2014,55730,Diesel,Automatic,First,5,15.21
2015,62000,Diesel,Manual,First,5,6.3
2017,14576,Petrol,Manual,First,5,6.69
2017,17000,Petrol,Automatic,First,7,9.5
2009,28000,Petrol,Manual,First,5,2.65
2012,58200,Diesel,Manual,First,7,7.5
2018,12278,Petrol,Automatic,First,5,5.63
2018,17665,Petrol,Manual,First,5,11.78
2004,200000,Diesel,Manual,Second,5,0.85
2011,55893,Petrol,Manual,First,5,3.35
2015,60586,Petrol,Manual,First,5,4.11
2015,13500,Diesel,Automatic,First,5,25.51
